SN: 20240008
Software version: 3.0

37999,1738058918,2025/1/28 10:8:38,45.93,14.35,157.13,1681.13,3828.12,0,0,0,19,1,NA,NA,2025-01-28T10:08:38Z
39999,1738058920,2025/1/28 10:8:40,45.37,14.36,158.44,1681.88,3837.89,0,0,0,20,1,NA,NA,2025-01-28T10:08:40Z
41999,1738058922,2025/1/28 10:8:42,44.92,14.33,160.13,1682.44,3828.12,0,0,0,21,1,NA,NA,2025-01-28T10:08:42Z
43999,1738058924,2025/1/28 10:8:44,44.49,14.34,161.63,1683,3833.01,0,0,0,22,1,NA,NA,2025-01-28T10:08:44Z
46000,1738058926,2025/1/28 10:8:46,44.12,14.35,163.31,1683.94,3828.12,0,0,0,23,1,NA,NA,2025-01-28T10:08:46Z
48000,1738058928,2025/1/28 10:8:48,43.86,14.36,164.44,1684.5,3828.12,0,0,0,24,1,NA,NA,2025-01-28T10:08:48Z
49998,1738058930,2025/1/28 10:8:50,43.66,14.35,166.13,1684.88,3823.24,0,0,0,25,1,NA,NA,2025-01-28T10:08:50Z
51998,1738058932,2025/1/28 10:8:52,43.41,14.36,167.25,1685.63,3833.01,0,0,0,26,1,NA,NA,2025-01-28T10:08:52Z
53999,1738058934,2025/1/28 10:8:54,43.11,14.38,168.75,1686.56,3833.01,0,0,0,27,1,NA,NA,2025-01-28T10:08:54Z
55998,1738058936,2025/1/28 10:8:56,43,14.36,170.06,1686.94,3837.89,0,0,0,28,1,NA,NA,2025-01-28T10:08:56Z
57999,1738058938,2025/1/28 10:8:58,43.03,14.36,171.19,1687.88,3833.01,0,0,0,29,1,NA,NA,2025-01-28T10:08:58Z
60000,1738058940,2025/1/28 10:9:0,43.2,14.39,172.31,1688.44,3828.12,0,0,0,30,1,NA,NA,2025-01-28T10:09:00Z
62000,1738058942,2025/1/28 10:9:2,43.2,14.38,173.63,1689.19,3833.01,0,0,0,31,1,NA,NA,2025-01-28T10:09:02Z
63998,1738058944,2025/1/28 10:9:4,43.72,14.41,174.75,1689.56,3833.01,0,0,0,32,1,NA,NA,2025-01-28T10:09:04Z
65999,1738058946,2025/1/28 10:9:6,44.62,14.4,175.5,1690.31,3837.89,0,0,0,33,1,NA,NA,2025-01-28T10:09:06Z
67998,1738058948,2025/1/28 10:9:8,44.84,14.4,176.06,1690.88,3833.01,0,0,0,34,1,NA,NA,2025-01-28T10:09:08Z
69999,1738058950,2025/1/28 10:9:10,44.67,14.38,176.81,1691.63,3837.89,0,0,0,35,1,NA,NA,2025-01-28T10:09:10Z
71999,1738058952,2025/1/28 10:9:12,44.28,14.4,177.75,1692.56,3828.12,0,0,0,36,1,NA,NA,2025-01-28T10:09:12Z
74000,1738058954,2025/1/28 10:9:14,43.86,14.4,178.88,1693.13,3833.01,0,0,0,37,1,NA,NA,2025-01-28T10:09:14Z
75999,1738058956,2025/1/28 10:9:16,43.91,14.41,179.63,1693.69,3823.24,0,0,0,38,1,NA,NA,2025-01-28T10:09:16Z
77999,1738058958,2025/1/28 10:9:18,43.99,14.4,180.38,1694.06,3828.12,0,0,0,39,1,NA,NA,2025-01-28T10:09:18Z
80000,1738058960,2025/1/28 10:9:20,43.92,14.41,181.13,1695.19,3828.12,0,0,0,40,1,NA,NA,2025-01-28T10:09:20Z
81998,1738058962,2025/1/28 10:9:22,44.15,14.41,181.88,1695.75,3833.01,0,0,0,41,1,NA,NA,2025-01-28T10:09:22Z
84000,1738058964,2025/1/28 10:9:24,44.19,14.44,182.63,1696.13,3833.01,0,0,0,42,1,NA,NA,2025-01-28T10:09:24Z
85998,1738058966,2025/1/28 10:9:26,44.12,14.44,183.38,1697.06,3833.01,0,0,0,43,1,NA,NA,2025-01-28T10:09:26Z
87999,1738058968,2025/1/28 10:9:28,44.1,14.45,184.31,1698,3842.77,0,0,0,44,1,NA,NA,2025-01-28T10:09:28Z
89999,1738058970,2025/1/28 10:9:30,44.27,14.46,184.88,1698.38,3828.12,0,0,0,45,1,NA,NA,2025-01-28T10:09:30Z
92000,1738058972,2025/1/28 10:9:32,44.51,14.47,185.44,1699.13,3823.24,0,0,0,46,1,NA,NA,2025-01-28T10:09:32Z
93999,1738058974,2025/1/28 10:9:34,44.79,14.47,186.19,1699.88,3833.01,0,0,0,47,1,NA,NA,2025-01-28T10:09:34Z
95998,1738058976,2025/1/28 10:9:36,44.81,14.48,186.94,1700.63,3837.89,0,0,0,48,1,NA,NA,2025-01-28T10:09:36Z
97999,1738058978,2025/1/28 10:9:38,44.5,14.5,187.69,1701.19,3833.01,0,0,0,49,1,NA,NA,2025-01-28T10:09:38Z
99999,1738058980,2025/1/28 10:9:40,44.56,14.5,188.44,1702.31,3833.01,0,0,0,50,1,NA,NA,2025-01-28T10:09:40Z
101999,1738058982,2025/1/28 10:9:42,44.48,14.51,189.19,1702.88,3833.01,0,0,0,51,1,NA,NA,2025-01-28T10:09:42Z
103999,1738058984,2025/1/28 10:9:44,44.12,14.51,189.94,1703.63,3833.01,0,0,0,52,1,NA,NA,2025-01-28T10:09:44Z
105999,1738058986,2025/1/28 10:9:46,43.73,14.51,190.69,1704.38,3833.01,0,0,0,53,1,NA,NA,2025-01-28T10:09:46Z
108000,1738058988,2025/1/28 10:9:48,43.47,14.53,191.63,1705.13,3837.89,0,0,0,54,1,NA,NA,2025-01-28T10:09:48Z
110000,1738058990,2025/1/28 10:9:50,43.34,14.53,192.38,1706.06,3823.24,0,0,0,55,1,NA,NA,2025-01-28T10:09:50Z
112000,1738058992,2025/1/28 10:9:52,43.43,14.53,193.31,1706.63,3833.01,0,0,0,56,1,NA,NA,2025-01-28T10:09:52Z
113999,1738058994,2025/1/28 10:9:54,43.83,14.53,194.06,1707.38,3828.12,0,0,0,57,1,NA,NA,2025-01-28T10:09:54Z
115998,1738058996,2025/1/28 10:9:56,43.81,14.57,194.81,1708.13,3833.01,0,0,0,58,1,NA,NA,2025-01-28T10:09:56Z
117999,1738058998,2025/1/28 10:9:58,43.57,14.57,195.56,1708.88,3828.12,0,0,0,59,1,NA,NA,2025-01-28T10:09:58Z
119999,1738059000,2025/1/28 10:10:0,43.45,14.58,196.5,1709.81,3828.12,0,0,0,60,1,NA,NA,2025-01-28T10:10:00Z
121999,1738059002,2025/1/28 10:10:2,43.45,14.59,197.25,1710.38,3828.12,0,0,0,61,1,NA,NA,2025-01-28T10:10:02Z
123999,1738059004,2025/1/28 10:10:4,43.69,14.62,198,1711.13,3837.89,0,0,0,62,1,NA,NA,2025-01-28T10:10:04Z
126000,1738059006,2025/1/28 10:10:6,43.7,14.61,198.56,1711.88,3823.24,0,0,0,63,1,NA,NA,2025-01-28T10:10:06Z
128000,1738059008,2025/1/28 10:10:8,43.54,14.64,199.31,1712.63,3828.12,0,0,0,64,1,NA,NA,2025-01-28T10:10:08Z
129999,1738059010,2025/1/28 10:10:10,43.49,14.65,199.88,1713.19,3833.01,0,0,0,65,1,NA,NA,2025-01-28T10:10:10Z
131999,1738059012,2025/1/28 10:10:12,43.38,14.67,200.63,1713.75,3833.01,0,0,0,66,1,NA,NA,2025-01-28T10:10:12Z
133998,1738059014,2025/1/28 10:10:14,42.98,14.68,201.19,1714.5,3828.12,0,0,0,67,1,NA,NA,2025-01-28T10:10:14Z
135999,1738059016,2025/1/28 10:10:16,42.66,14.7,201.94,1715.44,3833.01,0,0,0,68,1,NA,NA,2025-01-28T10:10:16Z
138000,1738059018,2025/1/28 10:10:18,42.44,14.7,202.88,1716,3833.01,0,0,0,69,1,NA,NA,2025-01-28T10:10:18Z
140000,1738059020,2025/1/28 10:10:20,42.19,14.72,203.25,1716.75,3833.01,0,0,0,70,1,NA,NA,2025-01-28T10:10:20Z
142000,1738059022,2025/1/28 10:10:22,41.98,14.75,203.81,1717.31,3818.36,0,0,0,71,1,NA,NA,2025-01-28T10:10:22Z
144000,1738059024,2025/1/28 10:10:24,41.73,14.75,204.56,1718.25,3823.24,0,0,0,72,1,NA,NA,2025-01-28T10:10:24Z
145999,1738059026,2025/1/28 10:10:26,41.59,14.74,205.13,1719,3847.66,0,0,0,73,1,NA,NA,2025-01-28T10:10:26Z
148000,1738059028,2025/1/28 10:10:28,41.5,14.77,205.88,1719.56,3842.77,0,0,0,74,1,NA,NA,2025-01-28T10:10:28Z
150000,1738059030,2025/1/28 10:10:30,41.36,14.78,206.63,1720.5,3823.24,0,0,0,75,1,NA,NA,2025-01-28T10:10:30Z
151999,1738059032,2025/1/28 10:10:32,41.23,14.77,207.19,1721.06,3833.01,0,0,0,76,1,NA,NA,2025-01-28T10:10:32Z
153999,1738059034,2025/1/28 10:10:34,41.17,14.83,207.94,1722,3823.24,0,0,0,77,1,NA,NA,2025-01-28T10:10:34Z
155999,1738059036,2025/1/28 10:10:36,41.11,14.8,208.5,1722.94,3828.12,0,0,0,78,1,NA,NA,2025-01-28T10:10:36Z
158000,1738059038,2025/1/28 10:10:38,41.62,14.81,208.88,1723.31,3837.89,0,0,0,79,1,NA,NA,2025-01-28T10:10:38Z
160000,1738059040,2025/1/28 10:10:40,41.92,14.84,209.25,1724.06,3823.24,0,0,0,80,1,NA,NA,2025-01-28T10:10:40Z
161999,1738059042,2025/1/28 10:10:42,42,14.85,209.63,1724.25,3837.89,0,0,0,81,1,NA,NA,2025-01-28T10:10:42Z
163999,1738059044,2025/1/28 10:10:44,41.85,14.87,210,1725.38,3837.89,0,0,0,82,1,NA,NA,2025-01-28T10:10:44Z
165999,1738059046,2025/1/28 10:10:46,41.59,14.9,210.56,1726.31,3837.89,0,0,0,83,1,NA,NA,2025-01-28T10:10:46Z
168000,1738059048,2025/1/28 10:10:48,41.53,14.9,210.94,1726.88,3828.12,0,0,0,84,1,NA,NA,2025-01-28T10:10:48Z
170000,1738059050,2025/1/28 10:10:50,41.49,14.89,211.5,1727.44,3837.89,0,0,0,85,1,NA,NA,2025-01-28T10:10:50Z
171999,1738059052,2025/1/28 10:10:52,41.37,14.91,212.06,1728,3828.12,0,0,0,86,1,NA,NA,2025-01-28T10:10:52Z
173999,1738059054,2025/1/28 10:10:54,41.23,14.92,212.63,1728.94,3828.12,0,0,0,87,1,NA,NA,2025-01-28T10:10:54Z
176000,1738059056,2025/1/28 10:10:56,41.08,14.93,213.38,1729.5,3833.01,0,0,0,88,1,NA,NA,2025-01-28T10:10:56Z
177999,1738059058,2025/1/28 10:10:58,40.95,14.97,213.75,1730.25,3833.01,0,0,0,89,1,NA,NA,2025-01-28T10:10:58Z
179999,1738059060,2025/1/28 10:11:0,40.86,14.98,214.5,1730.81,3837.89,0,0,0,90,1,NA,NA,2025-01-28T10:11:00Z
181999,1738059062,2025/1/28 10:11:2,40.83,15.01,214.88,1731.56,3842.77,0,0,0,91,1,NA,NA,2025-01-28T10:11:02Z
184000,1738059064,2025/1/28 10:11:4,40.91,15.02,215.44,1732.13,3842.77,0,0,0,92,1,NA,NA,2025-01-28T10:11:04Z
185999,1738059066,2025/1/28 10:11:6,40.83,15.02,216,1732.88,3837.89,0,0,0,93,1,NA,NA,2025-01-28T10:11:06Z
188000,1738059068,2025/1/28 10:11:8,40.69,15.06,216.38,1733.63,3837.89,0,0,0,94,1,NA,NA,2025-01-28T10:11:08Z
190000,1738059070,2025/1/28 10:11:10,40.56,15.07,216.94,1733.81,3823.24,0,0,0,95,1,NA,NA,2025-01-28T10:11:10Z
192000,1738059072,2025/1/28 10:11:12,40.77,15.1,217.31,1734.38,3833.01,0,0,0,96,1,NA,NA,2025-01-28T10:11:12Z
193998,1738059074,2025/1/28 10:11:14,41.21,15.11,217.5,1735.5,3837.89,0,0,0,97,1,NA,NA,2025-01-28T10:11:14Z
195999,1738059076,2025/1/28 10:11:16,41.29,15.11,217.69,1736.44,3828.12,0,0,0,98,1,NA,NA,2025-01-28T10:11:16Z
197998,1738059078,2025/1/28 10:11:18,41.14,15.12,217.88,1737.19,3828.12,0,0,0,99,1,NA,NA,2025-01-28T10:11:18Z
199999,1738059080,2025/1/28 10:11:20,40.95,15.16,218.06,1737.75,3837.89,0,0,0,100,1,NA,NA,2025-01-28T10:11:20Z
202000,1738059082,2025/1/28 10:11:22,40.81,15.17,218.44,1738.31,3837.89,0,0,0,101,1,NA,NA,2025-01-28T10:11:22Z
204000,1738059084,2025/1/28 10:11:24,40.75,15.18,218.63,1738.5,3818.36,0,0,0,102,1,NA,NA,2025-01-28T10:11:24Z
206000,1738059086,2025/1/28 10:11:26,40.73,15.19,218.81,1739.63,3823.24,0,0,0,103,1,NA,NA,2025-01-28T10:11:26Z
207998,1738059088,2025/1/28 10:11:28,40.55,15.21,219.19,1740.19,3828.12,0,0,0,104,1,NA,NA,2025-01-28T10:11:28Z
209998,1738059090,2025/1/28 10:11:30,40.38,15.21,219.56,1740.94,3833.01,0,0,0,105,1,NA,NA,2025-01-28T10:11:30Z
211999,1738059092,2025/1/28 10:11:32,40.31,15.23,219.94,1741.88,3837.89,0,0,0,106,1,NA,NA,2025-01-28T10:11:32Z
213998,1738059094,2025/1/28 10:11:34,40.41,15.25,220.13,1742.44,3833.01,0,0,0,107,1,NA,NA,2025-01-28T10:11:34Z
215998,1738059096,2025/1/28 10:11:36,41.18,15.26,220.13,1743,3828.12,0,0,0,108,1,NA,NA,2025-01-28T10:11:36Z
218000,1738059098,2025/1/28 10:11:38,41.79,15.24,219.56,1743.19,3828.12,0,0,0,109,1,NA,NA,2025-01-28T10:11:38Z
220000,1738059100,2025/1/28 10:11:40,41.97,15.29,219.56,1743.75,3828.12,0,0,0,110,1,NA,NA,2025-01-28T10:11:40Z
221999,1738059102,2025/1/28 10:11:42,41.61,15.28,219.38,1744.5,3833.01,0,0,0,111,1,NA,NA,2025-01-28T10:11:42Z
223998,1738059104,2025/1/28 10:11:44,41.31,15.33,219.19,1744.69,3833.01,0,0,0,112,1,NA,NA,2025-01-28T10:11:44Z
225998,1738059106,2025/1/28 10:11:46,40.94,15.32,219.38,1745.25,3833.01,0,0,0,113,1,NA,NA,2025-01-28T10:11:46Z
227999,1738059108,2025/1/28 10:11:48,40.73,15.33,219.56,1745.63,3828.12,0,0,0,114,1,NA,NA,2025-01-28T10:11:48Z
229998,1738059110,2025/1/28 10:11:50,40.79,15.38,219.56,1746,3833.01,0,0,0,115,1,NA,NA,2025-01-28T10:11:50Z
232000,1738059112,2025/1/28 10:11:52,40.62,15.37,219.94,1746.56,3837.89,0,0,0,116,1,NA,NA,2025-01-28T10:11:52Z
233999,1738059114,2025/1/28 10:11:54,40.42,15.41,220.13,1747.13,3833.01,0,0,0,117,1,NA,NA,2025-01-28T10:11:54Z
235999,1738059116,2025/1/28 10:11:56,40.24,15.4,220.69,1747.69,3842.77,0,0,0,118,1,NA,NA,2025-01-28T10:11:56Z
237999,1738059118,2025/1/28 10:11:58,40.14,15.42,221.06,1748.81,3833.01,0,0,0,119,1,NA,NA,2025-01-28T10:11:58Z
239998,1738059120,2025/1/28 10:12:0,40.13,15.41,221.25,1749.56,3833.01,0,0,0,120,1,NA,NA,2025-01-28T10:12:00Z
241999,1738059122,2025/1/28 10:12:2,40.42,15.43,221.63,1749.94,3842.77,0,0,0,121,1,NA,NA,2025-01-28T10:12:02Z
243999,1738059124,2025/1/28 10:12:4,40.48,15.44,221.44,1750.69,3833.01,0,0,0,122,1,NA,NA,2025-01-28T10:12:04Z
245999,1738059126,2025/1/28 10:12:6,40.8,15.45,221.81,1751.06,3842.77,0,0,0,123,1,NA,NA,2025-01-28T10:12:06Z
248000,1738059128,2025/1/28 10:12:8,41.64,15.48,221.06,1751.63,3837.89,0,0,0,124,1,NA,NA,2025-01-28T10:12:08Z
249999,1738059130,2025/1/28 10:12:10,42.29,15.49,219.75,1752,3828.12,0,0,0,125,1,NA,NA,2025-01-28T10:12:10Z
251998,1738059132,2025/1/28 10:12:12,42.64,15.52,218.06,1752,3833.01,0,0,0,126,1,NA,NA,2025-01-28T10:12:12Z
253999,1738059134,2025/1/28 10:12:14,42.89,15.49,216.56,1752.19,3828.12,0,0,0,127,1,NA,NA,2025-01-28T10:12:14Z
256000,1738059136,2025/1/28 10:12:16,42.87,15.51,215.44,1752.75,3828.12,0,0,0,128,1,NA,NA,2025-01-28T10:12:16Z
257998,1738059138,2025/1/28 10:12:18,42.33,15.53,215.25,1752.94,3833.01,0,0,0,129,1,NA,NA,2025-01-28T10:12:18Z
259999,1738059140,2025/1/28 10:12:20,41.89,15.54,215.06,1753.31,3833.01,0,0,0,130,1,NA,NA,2025-01-28T10:12:20Z
261998,1738059142,2025/1/28 10:12:22,41.58,15.57,215.63,1753.5,3828.12,0,0,0,131,1,NA,NA,2025-01-28T10:12:22Z
264000,1738059144,2025/1/28 10:12:24,41.21,15.56,216.19,1754.44,3837.89,0,0,0,132,1,NA,NA,2025-01-28T10:12:24Z
266000,1738059146,2025/1/28 10:12:26,40.9,15.57,216.94,1754.81,3833.01,0,0,0,133,1,NA,NA,2025-01-28T10:12:26Z
267999,1738059148,2025/1/28 10:12:28,40.65,15.61,217.69,1755.56,3833.01,0,0,0,134,1,NA,NA,2025-01-28T10:12:28Z
269999,1738059150,2025/1/28 10:12:30,40.51,15.61,218.44,1755.56,3842.77,0,0,0,135,1,NA,NA,2025-01-28T10:12:30Z
272000,1738059152,2025/1/28 10:12:32,40.23,15.65,219.19,1756.31,3842.77,0,0,0,136,1,NA,NA,2025-01-28T10:12:32Z
273999,1738059154,2025/1/28 10:12:34,40,15.66,219.75,1756.5,3828.12,0,0,0,137,1,NA,NA,2025-01-28T10:12:34Z
275998,1738059156,2025/1/28 10:12:36,40.05,15.65,220.13,1756.88,3823.24,0,0,0,138,1,NA,NA,2025-01-28T10:12:36Z
277998,1738059158,2025/1/28 10:12:38,39.91,15.67,220.69,1757.81,3833.01,0,0,0,139,1,NA,NA,2025-01-28T10:12:38Z
279999,1738059160,2025/1/28 10:12:40,39.83,15.69,221.06,1758.19,3833.01,0,0,0,140,1,NA,NA,2025-01-28T10:12:40Z
282000,1738059162,2025/1/28 10:12:42,39.71,15.67,221.44,1758.38,3837.89,0,0,0,141,1,NA,NA,2025-01-28T10:12:42Z
284000,1738059164,2025/1/28 10:12:44,39.74,15.7,222,1759.13,3828.12,0,0,0,142,1,NA,NA,2025-01-28T10:12:44Z
285999,1738059166,2025/1/28 10:12:46,39.8,15.7,222.38,1759.69,3837.89,0,0,0,143,1,NA,NA,2025-01-28T10:12:46Z
288000,1738059168,2025/1/28 10:12:48,39.89,15.72,222.75,1760.44,3833.01,0,0,0,144,1,NA,NA,2025-01-28T10:12:48Z
289999,1738059170,2025/1/28 10:12:50,39.94,15.75,223.13,1760.63,3833.01,0,0,0,145,1,NA,NA,2025-01-28T10:12:50Z
291999,1738059172,2025/1/28 10:12:52,39.87,15.73,223.31,1761.19,3833.01,0,0,0,146,1,NA,NA,2025-01-28T10:12:52Z
294000,1738059174,2025/1/28 10:12:54,39.83,15.77,223.88,1761.75,3828.12,0,0,0,147,1,NA,NA,2025-01-28T10:12:54Z
295999,1738059176,2025/1/28 10:12:56,39.65,15.76,224.25,1762.13,3842.77,0,0,0,148,1,NA,NA,2025-01-28T10:12:56Z
297999,1738059178,2025/1/28 10:12:58,39.53,15.8,224.63,1762.5,3833.01,0,0,0,149,1,NA,NA,2025-01-28T10:12:58Z
299999,1738059180,2025/1/28 10:13:0,39.45,15.82,224.81,1762.5,3833.01,0,0,0,150,1,NA,NA,2025-01-28T10:13:00Z
302000,1738059182,2025/1/28 10:13:2,39.18,15.8,225.19,1763.44,3823.24,0,0,0,151,1,NA,NA,2025-01-28T10:13:02Z
304000,1738059184,2025/1/28 10:13:4,39.07,15.82,225.56,1763.44,3828.12,0,0,0,152,1,NA,NA,2025-01-28T10:13:04Z
305999,1738059186,2025/1/28 10:13:6,39.24,15.82,225.56,1764.19,3833.01,0,0,0,153,1,NA,NA,2025-01-28T10:13:06Z
307999,1738059188,2025/1/28 10:13:8,39.54,15.82,225.38,1764.56,3842.77,0,0,0,154,1,NA,NA,2025-01-28T10:13:08Z
310000,1738059190,2025/1/28 10:13:10,39.81,15.87,225,1764.56,3828.12,0,0,0,155,1,NA,NA,2025-01-28T10:13:10Z
311999,1738059192,2025/1/28 10:13:12,39.86,15.87,224.63,1764.38,3837.89,0,0,0,156,1,NA,NA,2025-01-28T10:13:12Z
313999,1738059194,2025/1/28 10:13:14,39.99,15.93,224.25,1764.75,3823.24,0,0,0,157,1,NA,NA,2025-01-28T10:13:14Z
315999,1738059196,2025/1/28 10:13:16,40.27,15.92,224.25,1765.31,3828.12,0,0,0,158,1,NA,NA,2025-01-28T10:13:16Z
317999,1738059198,2025/1/28 10:13:18,40.46,15.92,224.06,1766.25,3828.12,0,0,0,159,1,NA,NA,2025-01-28T10:13:18Z
320000,1738059200,2025/1/28 10:13:20,41.11,15.93,223.69,1766.81,3837.89,0,0,0,160,1,NA,NA,2025-01-28T10:13:20Z
321998,1738059202,2025/1/28 10:13:22,41.64,15.93,223.31,1766.06,3833.01,0,0,0,161,1,NA,NA,2025-01-28T10:13:22Z
323998,1738059204,2025/1/28 10:13:24,41.64,15.93,222.75,1766.44,3823.24,0,0,0,162,1,NA,NA,2025-01-28T10:13:24Z
325999,1738059206,2025/1/28 10:13:26,41.45,15.93,222.75,1767.19,3833.01,0,0,0,163,1,NA,NA,2025-01-28T10:13:26Z
328000,1738059208,2025/1/28 10:13:28,41.14,15.93,222.75,1767.56,3823.24,0,0,0,164,1,NA,NA,2025-01-28T10:13:28Z
330000,1738059210,2025/1/28 10:13:30,40.99,15.98,222.75,1768.13,3833.01,0,0,0,165,1,NA,NA,2025-01-28T10:13:30Z
332000,1738059212,2025/1/28 10:13:32,40.9,15.96,222.94,1768.13,3828.12,0,0,0,166,1,NA,NA,2025-01-28T10:13:32Z
333999,1738059214,2025/1/28 10:13:34,40.9,15.97,222.94,1768.31,3833.01,0,0,0,167,1,NA,NA,2025-01-28T10:13:34Z
335998,1738059216,2025/1/28 10:13:36,40.89,16.02,222.75,1768.13,3833.01,0,0,0,168,1,NA,NA,2025-01-28T10:13:36Z
337998,1738059218,2025/1/28 10:13:38,41.42,16.02,222,1767.56,3837.89,0,0,0,169,1,NA,NA,2025-01-28T10:13:38Z
339998,1738059220,2025/1/28 10:13:40,41.87,15.96,221.06,1767.19,3828.12,0,0,0,170,1,NA,NA,2025-01-28T10:13:40Z
341999,1738059222,2025/1/28 10:13:42,42,16,220.13,1767.38,3842.77,0,0,0,171,1,NA,NA,2025-01-28T10:13:42Z
344000,1738059224,2025/1/28 10:13:44,42.03,15.94,219.19,1767.75,3828.12,0,0,0,172,1,NA,NA,2025-01-28T10:13:44Z
345999,1738059226,2025/1/28 10:13:46,42.4,15.96,218.25,1767.94,3833.01,0,0,0,173,1,NA,NA,2025-01-28T10:13:46Z
347999,1738059228,2025/1/28 10:13:48,42.38,15.98,217.13,1768.13,3837.89,0,0,0,174,1,NA,NA,2025-01-28T10:13:48Z
349999,1738059230,2025/1/28 10:13:50,42.25,16.03,216.56,1768.13,3833.01,0,0,0,175,1,NA,NA,2025-01-28T10:13:50Z
351998,1738059232,2025/1/28 10:13:52,41.97,16.06,216,1767.94,3828.12,0,0,0,176,1,NA,NA,2025-01-28T10:13:52Z
353998,1738059234,2025/1/28 10:13:54,41.75,16.1,215.44,1768.31,3828.12,0,0,0,177,1,NA,NA,2025-01-28T10:13:54Z
355999,1738059236,2025/1/28 10:13:56,41.52,16.11,215.25,1769.06,3833.01,0,0,0,178,1,NA,NA,2025-01-28T10:13:56Z
358000,1738059238,2025/1/28 10:13:58,41.28,16.13,215.06,1769.25,3828.12,0,0,0,179,1,NA,NA,2025-01-28T10:13:58Z
359999,1738059240,2025/1/28 10:14:0,41.04,16.17,215.25,1770,3837.89,0,0,0,180,1,NA,NA,2025-01-28T10:14:00Z
361999,1738059242,2025/1/28 10:14:2,40.76,16.19,215.63,1770,3833.01,0,0,0,181,1,NA,NA,2025-01-28T10:14:02Z
363999,1738059244,2025/1/28 10:14:4,40.47,16.24,215.81,1770.94,3823.24,0,0,0,182,1,NA,NA,2025-01-28T10:14:04Z
365999,1738059246,2025/1/28 10:14:6,40.23,16.25,216,1771.13,3837.89,0,0,0,183,1,NA,NA,2025-01-28T10:14:06Z
