SN: 20240008
Software version: 3.0

3999,1748932051,2025/6/3 6:27:31,74.37,23.46,863.63,1826.06,3793.95,0,0,0,2,1,2025-06-03T06:27:31Z
5999,1748932053,2025/6/3 6:27:33,74.40,23.43,447.94,1825.31,3793.95,0,0,0,3,1,2025-06-03T06:27:33Z
7999,1748932055,2025/6/3 6:27:35,74.47,23.49,315.19,1825.69,3789.06,0,0,0,4,1,2025-06-03T06:27:35Z
9999,1748932057,2025/6/3 6:27:37,74.59,23.46,264.75,1825.31,3793.95,0,0,0,5,1,2025-06-03T06:27:37Z
12000,1748932059,2025/6/3 6:27:39,74.60,23.46,233.25,1825.31,3793.95,0,0,0,6,1,2025-06-03T06:27:39Z
13999,1748932061,2025/6/3 6:27:41,74.71,23.44,214.13,1825.50,3789.06,0,0,0,7,1,2025-06-03T06:27:41Z
16000,1748932063,2025/6/3 6:27:43,74.80,23.45,201.94,1824.94,3793.95,0,0,0,8,1,2025-06-03T06:27:43Z
17998,1748932065,2025/6/3 6:27:45,74.82,23.46,193.5,1825.13,3779.3,0,0,0,9,1,2025-06-03T06:27:45Z
19999,1748932067,2025/6/3 6:27:47,74.87,23.46,187.88,1825.31,3789.06,0,0,0,10,1,2025-06-03T06:27:47Z
21998,1748932069,2025/6/3 6:27:49,74.90,23.48,184.31,1825.50,3779.3,0,0,0,11,1,2025-06-03T06:27:49Z
23998,1748932071,2025/6/3 6:27:51,75.02,23.43,182.06,1825.50,3789.06,0,0,0,12,1,2025-06-03T06:27:51Z
25999,1748932073,2025/6/3 6:27:53,75.25,23.45,180,1825.13,3784.18,0,0,0,13,1,2025-06-03T06:27:53Z
27999,1748932075,2025/6/3 6:27:55,75.39,23.45,179.06,1825.31,3779.3,0,0,0,14,1,2025-06-03T06:27:55Z
29999,1748932077,2025/6/3 6:27:57,75.56,23.46,178.31,1825.50,3779.3,0,0,0,15,1,2025-06-03T06:27:57Z
32000,1748932079,2025/6/3 6:27:59,75.64,23.46,177.94,1826.06,3764.65,0,0,0,16,1,2025-06-03T06:27:59Z
33998,1748932081,2025/6/3 6:28:1,75.62,23.49,178.13,1826.25,3759.77,0,0,0,17,1,2025-06-03T06:28:01Z
35999,1748932084,2025/6/3 6:28:4,75.69,23.49,178.31,1826.63,3759.77,0,0,0,18,1,2025-06-03T06:28:04Z
37999,1748932086,2025/6/3 6:28:6,75.86,23.49,179.25,1827.00,3730.47,0,0,0,19,1,2025-06-03T06:28:06Z
39999,1748932088,2025/6/3 6:28:8,75.91,23.50,179.81,1827.38,3740.23,0,0,0,20,1,2025-06-03T06:28:08Z
41999,1748932090,2025/6/3 6:28:10,75.82,23.50,180.19,1827.75,3740.23,0,0,0,21,1,2025-06-03T06:28:10Z
43999,1748932092,2025/6/3 6:28:12,75.63,23.51,181.13,1828.13,3735.35,0,0,0,22,1,2025-06-03T06:28:12Z
46000,1748932094,2025/6/3 6:28:14,75.51,23.50,181.69,1828.31,3740.23,0,0,0,23,1,2025-06-03T06:28:14Z
47998,1748932096,2025/6/3 6:28:16,75.49,23.52,182.63,1828.69,3740.23,0,0,0,24,1,2025-06-03T06:28:16Z
49999,1748932098,2025/6/3 6:28:18,75.34,23.50,183.56,1828.69,3745.12,0,0,0,25,1,2025-06-03T06:28:18Z
51999,1748932100,2025/6/3 6:28:20,75.26,23.48,185.81,1828.13,3735.35,0,0,0,26,1,2025-06-03T06:28:20Z
53999,1748932102,2025/6/3 6:28:22,75.29,23.51,186.19,1828.88,3740.23,0,0,0,27,1,2025-06-03T06:28:22Z
