SN: 20240008
Software version: 3.0

3999,1722507489,2024/8/1 10:18:9,70.48,29.96,1762.31,1912.13,3823.24,0,0,0,2,1,2024-08-01T10:18:09Z
5999,1722507491,2024/8/1 10:18:11,70.04,29.92,1189.5,1911.94,3833.01,0,0,0,3,1,2024-08-01T10:18:11Z
7999,1722507493,2024/8/1 10:18:13,69.81,29.91,508.31,1912.13,3833.01,0,0,0,4,1,2024-08-01T10:18:13Z
9999,1722507495,2024/8/1 10:18:15,69.68,29.92,395.25,1912.13,3828.12,0,0,0,5,1,2024-08-01T10:18:15Z
11999,1722507497,2024/8/1 10:18:17,69.52,29.88,344.44,1912.31,3828.12,0,0,0,6,1,2024-08-01T10:18:17Z
13999,1722507499,2024/8/1 10:18:19,69.43,29.89,312.94,1912.50,3837.89,0,0,0,7,1,2024-08-01T10:18:19Z
16000,1722507501,2024/8/1 10:18:21,69.33,29.90,291.75,1912.69,3833.01,0,0,0,8,1,2024-08-01T10:18:21Z
17998,1722507503,2024/8/1 10:18:23,69.24,29.89,276.75,1912.69,3837.89,0,0,0,9,1,2024-08-01T10:18:23Z
19999,1722507505,2024/8/1 10:18:25,69.25,29.87,265.88,1912.88,3833.01,0,0,0,10,1,2024-08-01T10:18:25Z
21999,1722507507,2024/8/1 10:18:27,69.26,29.88,257.81,1913.06,3842.77,0,0,0,11,1,2024-08-01T10:18:27Z
23999,1722507509,2024/8/1 10:18:29,69.27,29.87,252,1913.44,3828.12,0,0,0,12,1,2024-08-01T10:18:29Z
25999,1722507511,2024/8/1 10:18:31,69.26,29.84,247.69,1913.81,3837.89,0,0,0,13,1,2024-08-01T10:18:31Z
27998,1722507513,2024/8/1 10:18:33,69.27,29.84,244.69,1913.63,3828.12,0,0,0,14,1,2024-08-01T10:18:33Z
30000,1722507515,2024/8/1 10:18:35,69.29,29.84,242.25,1914.00,3823.24,0,0,0,15,1,2024-08-01T10:18:35Z
31998,1722507517,2024/8/1 10:18:37,69.29,29.84,240.75,1914.19,3842.77,0,0,0,16,1,2024-08-01T10:18:37Z
33999,1722507519,2024/8/1 10:18:39,69.26,29.83,240,1914.38,3837.89,0,0,0,17,1,2024-08-01T10:18:39Z
35998,1722507521,2024/8/1 10:18:41,69.28,29.84,239.44,1914.56,3828.12,0,0,0,18,1,2024-08-01T10:18:41Z
37999,1722507523,2024/8/1 10:18:43,69.27,29.82,239.63,1915.13,3833.01,0,0,0,19,1,2024-08-01T10:18:43Z
39999,1722507525,2024/8/1 10:18:45,69.26,29.80,239.63,1915.50,3833.01,0,0,0,20,1,2024-08-01T10:18:45Z
41999,1722507527,2024/8/1 10:18:47,69.25,29.82,240.19,1915.88,3833.01,0,0,0,21,1,2024-08-01T10:18:47Z
43999,1722507529,2024/8/1 10:18:49,69.21,29.81,240.94,1915.88,3828.12,0,0,0,22,1,2024-08-01T10:18:49Z
45999,1722507531,2024/8/1 10:18:51,69.23,29.79,242.06,1916.44,3833.01,0,0,0,23,1,2024-08-01T10:18:51Z
48000,1722507533,2024/8/1 10:18:53,69.19,29.81,243,1916.63,3833.01,0,0,0,24,1,2024-08-01T10:18:53Z
49999,1722507535,2024/8/1 10:18:55,69.18,29.80,244.31,1917.19,3837.89,0,0,0,25,1,2024-08-01T10:18:55Z
51999,1722507537,2024/8/1 10:18:57,69.14,29.79,245.63,1917.56,3842.77,0,0,0,26,1,2024-08-01T10:18:57Z
53999,1722507539,2024/8/1 10:18:59,69.14,29.82,247.13,1918.13,3833.01,0,0,0,27,1,2024-08-01T10:18:59Z
55999,1722507541,2024/8/1 10:19:1,69.10,29.81,248.81,1918.31,3833.01,0,0,0,28,1,2024-08-01T10:19:01Z
57999,1722507543,2024/8/1 10:19:3,69.03,29.79,250.5,1918.88,3828.12,0,0,0,29,1,2024-08-01T10:19:03Z
59999,1722507545,2024/8/1 10:19:5,68.93,29.79,252,1919.06,3837.89,0,0,0,30,1,2024-08-01T10:19:05Z
61999,1722507547,2024/8/1 10:19:7,68.83,29.78,253.5,1919.81,3828.12,0,0,0,31,1,2024-08-01T10:19:07Z
64000,1722507549,2024/8/1 10:19:9,68.69,29.80,255.19,1920.56,3833.01,0,0,0,32,1,2024-08-01T10:19:09Z
65998,1722507551,2024/8/1 10:19:11,68.58,29.81,257.06,1920.94,3837.89,0,0,0,33,1,2024-08-01T10:19:11Z
67999,1722507553,2024/8/1 10:19:13,68.48,29.80,258.94,1921.31,3837.89,0,0,0,34,1,2024-08-01T10:19:13Z
69999,1722507555,2024/8/1 10:19:15,68.42,29.80,261,1921.88,3833.01,0,0,0,35,1,2024-08-01T10:19:15Z
71999,1722507557,2024/8/1 10:19:17,68.43,29.80,262.69,1922.63,3837.89,0,0,0,36,1,2024-08-01T10:19:17Z
73999,1722507559,2024/8/1 10:19:19,68.44,29.79,264.56,1923.00,3837.89,0,0,0,37,1,2024-08-01T10:19:19Z
75999,1722507561,2024/8/1 10:19:21,68.42,29.81,266.25,1923.75,3833.01,0,0,0,38,1,2024-08-01T10:19:21Z
78000,1722507563,2024/8/1 10:19:23,68.38,29.83,268.13,1924.31,3842.77,0,0,0,39,1,2024-08-01T10:19:23Z
79998,1722507565,2024/8/1 10:19:25,68.38,29.83,270,1925.06,3837.89,0,0,0,40,1,2024-08-01T10:19:25Z
81999,1722507567,2024/8/1 10:19:27,68.32,29.81,271.69,1925.63,3842.77,0,0,0,41,1,2024-08-01T10:19:27Z
83998,1722507569,2024/8/1 10:19:29,68.27,29.83,273.38,1926.00,3828.12,0,0,0,42,1,2024-08-01T10:19:29Z
85999,1722507571,2024/8/1 10:19:31,68.10,29.84,275.25,1926.75,3833.01,0,0,0,43,1,2024-08-01T10:19:31Z
87999,1722507573,2024/8/1 10:19:33,67.85,29.85,277.13,1927.31,3828.12,0,0,0,44,1,2024-08-01T10:19:33Z
89999,1722507575,2024/8/1 10:19:35,67.74,29.83,279,1927.88,3833.01,0,0,0,45,1,2024-08-01T10:19:35Z
91999,1722507577,2024/8/1 10:19:37,67.71,29.84,280.69,1928.44,3828.12,0,0,0,46,1,2024-08-01T10:19:37Z
94000,1722507579,2024/8/1 10:19:39,67.74,29.85,282.38,1929.19,3833.01,0,0,0,47,1,2024-08-01T10:19:39Z
96000,1722507581,2024/8/1 10:19:41,67.72,29.83,284.25,1929.75,3828.12,0,0,0,48,1,2024-08-01T10:19:41Z
97998,1722507583,2024/8/1 10:19:43,67.67,29.85,286.13,1930.50,3837.89,0,0,0,49,1,2024-08-01T10:19:43Z
99999,1722507585,2024/8/1 10:19:45,67.66,29.85,287.81,1931.25,3837.89,0,0,0,50,1,2024-08-01T10:19:45Z
101998,1722507587,2024/8/1 10:19:47,67.67,29.88,289.69,1931.81,3837.89,0,0,0,51,1,2024-08-01T10:19:47Z
103999,1722507589,2024/8/1 10:19:49,67.66,29.87,291.19,1932.56,3842.77,0,0,0,52,1,2024-08-01T10:19:49Z
