SN: 20240008
Software version: 3.0

1998,1741252295,2025/3/6 9:11:35,37.27,14.14,680.25,1673.81,3823.24,0,0,0,1,1,NA,NA,2025-03-06T09:11:35Z
3998,1741252297,2025/3/6 9:11:37,36.97,14.31,873.94,1675.5,3823.24,0,0,0,2,1,NA,NA,2025-03-06T09:11:37Z
5999,1741252299,2025/3/6 9:11:39,36.91,14.59,371.81,1675.69,3818.36,0,0,0,3,1,NA,NA,2025-03-06T09:11:39Z
7999,1741252301,2025/3/6 9:11:41,36.58,14.49,245.44,1675.13,3828.12,0,0,0,4,1,NA,NA,2025-03-06T09:11:41Z
10000,1741252303,2025/3/6 9:11:43,36.35,14.47,197.63,1675.13,3833.01,0,0,0,5,1,NA,NA,2025-03-06T09:11:43Z
12000,1741252305,2025/3/6 9:11:45,36.53,14.47,172.13,1675.13,3818.36,0,0,0,6,1,NA,NA,2025-03-06T09:11:45Z
14000,1741252307,2025/3/6 9:11:47,36.85,14.45,155.25,1675.13,3833.01,0,0,0,7,1,NA,NA,2025-03-06T09:11:47Z
16000,1741252309,2025/3/6 9:11:49,36.69,14.38,145.31,1674.94,3823.24,0,0,0,8,1,NA,NA,2025-03-06T09:11:49Z
17999,1741252311,2025/3/6 9:11:51,36.17,14.35,139.31,1674.75,3833.01,0,0,0,9,1,NA,NA,2025-03-06T09:11:51Z
19999,1741252313,2025/3/6 9:11:53,35.62,14.34,135.19,1675.13,3828.12,0,0,0,10,1,NA,NA,2025-03-06T09:11:53Z
21999,1741252315,2025/3/6 9:11:55,35.21,14.27,132.56,1674.94,3828.12,0,0,0,11,1,NA,NA,2025-03-06T09:11:55Z
24000,1741252317,2025/3/6 9:11:57,34.96,14.18,130.88,1674.56,3828.12,0,0,0,12,1,NA,NA,2025-03-06T09:11:57Z
26000,1741252319,2025/3/6 9:11:59,34.59,14.17,129.75,1674.56,3818.36,0,0,0,13,1,NA,NA,2025-03-06T09:11:59Z
28000,1741252321,2025/3/6 9:12:1,34.12,14.17,129,1674.75,3818.36,0,0,0,14,1,NA,NA,2025-03-06T09:12:01Z
29999,1741252323,2025/3/6 9:12:3,33.74,14.11,128.81,1674.56,3833.01,0,0,0,15,1,NA,NA,2025-03-06T09:12:03Z
32000,1741252325,2025/3/6 9:12:5,33.33,14,128.63,1673.63,3823.24,0,0,0,16,1,NA,NA,2025-03-06T09:12:05Z
33998,1741252327,2025/3/6 9:12:7,33.03,13.98,128.63,1673.81,3828.12,0,0,0,17,1,NA,NA,2025-03-06T09:12:07Z
35999,1741252329,2025/3/6 9:12:9,32.85,13.98,128.81,1674,3828.12,0,0,0,18,1,NA,NA,2025-03-06T09:12:09Z
37998,1741252331,2025/3/6 9:12:11,32.76,13.94,129.19,1674,3828.12,0,0,0,19,1,NA,NA,2025-03-06T09:12:11Z
39999,1741252333,2025/3/6 9:12:13,32.84,13.93,129.94,1674.38,3823.24,0,0,0,20,1,NA,NA,2025-03-06T09:12:13Z
42000,1741252335,2025/3/6 9:12:15,32.96,13.92,130.5,1674.75,3823.24,0,0,0,21,1,NA,NA,2025-03-06T09:12:15Z
44000,1741252337,2025/3/6 9:12:17,33.02,13.86,131.25,1674.94,3828.12,0,0,0,22,1,NA,NA,2025-03-06T09:12:17Z
45999,1741252339,2025/3/6 9:12:19,33.1,13.89,132,1675.13,3828.12,0,0,0,23,1,NA,NA,2025-03-06T09:12:19Z
47998,1741252341,2025/3/6 9:12:21,33.31,13.85,132.94,1675.5,3823.24,0,0,0,24,1,NA,NA,2025-03-06T09:12:21Z
49998,1741252343,2025/3/6 9:12:23,33.62,13.83,133.88,1675.69,3828.12,0,0,0,25,1,NA,NA,2025-03-06T09:12:23Z
51999,1741252345,2025/3/6 9:12:25,33.95,13.74,134.63,1675.69,3823.24,0,0,0,26,1,NA,NA,2025-03-06T09:12:25Z
53999,1741252347,2025/3/6 9:12:27,34.47,13.73,135.56,1676.06,3828.12,0,0,0,27,1,NA,NA,2025-03-06T09:12:27Z
55999,1741252349,2025/3/6 9:12:29,34.6,13.69,136.13,1676.25,3823.24,0,0,0,28,1,NA,NA,2025-03-06T09:12:29Z
57999,1741252351,2025/3/6 9:12:31,34.28,13.62,136.88,1676.44,3818.36,0,0,0,29,1,NA,NA,2025-03-06T09:12:31Z
59999,1741252353,2025/3/6 9:12:33,33.77,13.64,137.25,1677,3828.12,0,0,0,30,1,NA,NA,2025-03-06T09:12:33Z
61999,1741252355,2025/3/6 9:12:35,33.39,13.64,138,1677.38,3828.12,0,0,0,31,1,NA,NA,2025-03-06T09:12:35Z
63998,1741252357,2025/3/6 9:12:37,33.16,13.57,138.56,1677.38,3833.01,0,0,0,32,1,NA,NA,2025-03-06T09:12:37Z
65998,1741252359,2025/3/6 9:12:39,33.6,13.47,139.13,1677.56,3828.12,0,0,0,33,1,NA,NA,2025-03-06T09:12:39Z
67998,1741252361,2025/3/6 9:12:41,34.27,13.5,139.5,1677.94,3828.12,0,0,0,34,1,NA,NA,2025-03-06T09:12:41Z
69998,1741252363,2025/3/6 9:12:43,34.75,13.42,139.88,1677.75,3828.12,0,0,0,35,1,NA,NA,2025-03-06T09:12:43Z
71999,1741252365,2025/3/6 9:12:45,35.02,13.39,140.25,1678.13,3828.12,0,0,0,36,1,NA,NA,2025-03-06T09:12:45Z
74000,1741252367,2025/3/6 9:12:47,35.43,13.37,140.44,1678.5,3828.12,0,0,0,37,1,NA,NA,2025-03-06T09:12:47Z
75999,1741252369,2025/3/6 9:12:49,35.7,13.36,140.81,1679.06,3828.12,0,0,0,38,1,NA,NA,2025-03-06T09:12:49Z
77999,1741252371,2025/3/6 9:12:51,35.68,13.26,141.19,1678.69,3828.12,0,0,0,39,1,NA,NA,2025-03-06T09:12:51Z
79998,1741252373,2025/3/6 9:12:53,35.44,13.27,141.38,1678.88,3828.12,0,0,0,40,1,NA,NA,2025-03-06T09:12:53Z
81999,1741252375,2025/3/6 9:12:55,35.34,13.17,141.56,1678.5,3828.12,0,0,0,41,1,NA,NA,2025-03-06T09:12:55Z
83998,1741252377,2025/3/6 9:12:57,35.93,13.11,141.75,1677.94,3823.24,0,0,0,42,1,NA,NA,2025-03-06T09:12:57Z
85998,1741252379,2025/3/6 9:12:59,35.79,13.06,141.56,1677.56,3833.01,0,0,0,43,1,NA,NA,2025-03-06T09:12:59Z
87999,1741252381,2025/3/6 9:13:1,35.54,13.08,141.38,1678.5,3842.77,0,0,0,44,1,NA,NA,2025-03-06T09:13:01Z
89999,1741252383,2025/3/6 9:13:3,35.3,13.11,141.56,1679.06,3823.24,0,0,0,45,1,NA,NA,2025-03-06T09:13:03Z
92000,1741252385,2025/3/6 9:13:5,35.06,13.1,146.44,1679.44,3828.12,0,0,0,46,1,NA,NA,2025-03-06T09:13:05Z
94000,1741252387,2025/3/6 9:13:7,34.96,13.07,148.5,1679.81,3818.36,0,0,0,47,1,NA,NA,2025-03-06T09:13:07Z
96000,1741252389,2025/3/6 9:13:9,34.69,13.03,147.38,1679.81,3833.01,0,0,0,48,1,NA,NA,2025-03-06T09:13:09Z
97998,1741252391,2025/3/6 9:13:11,34.32,13,145.88,1679.63,3823.24,0,0,0,49,1,NA,NA,2025-03-06T09:13:11Z
99999,1741252393,2025/3/6 9:13:13,34.03,13.03,144.94,1680,3833.01,0,0,0,50,1,NA,NA,2025-03-06T09:13:13Z
101998,1741252395,2025/3/6 9:13:15,33.98,13.01,144.56,1680,3823.24,0,0,0,51,1,NA,NA,2025-03-06T09:13:15Z
103999,1741252397,2025/3/6 9:13:17,34.01,12.99,144.19,1680.19,3823.24,0,0,0,52,1,NA,NA,2025-03-06T09:13:17Z
106000,1741252399,2025/3/6 9:13:19,34.2,12.88,143.81,1679.63,3828.12,0,0,0,53,1,NA,NA,2025-03-06T09:13:19Z
107999,1741252401,2025/3/6 9:13:21,34.22,12.89,143.63,1679.25,3828.12,0,0,0,54,1,NA,NA,2025-03-06T09:13:21Z
110000,1741252403,2025/3/6 9:13:23,34.63,12.85,143.44,1678.69,3828.12,0,0,0,55,1,NA,NA,2025-03-06T09:13:23Z
111998,1741252405,2025/3/6 9:13:25,34.75,12.85,143.06,1678.31,3833.01,0,0,0,56,1,NA,NA,2025-03-06T09:13:25Z
113998,1741252407,2025/3/6 9:13:27,34.79,12.76,142.69,1677.56,3833.01,0,0,0,57,1,NA,NA,2025-03-06T09:13:27Z
115999,1741252409,2025/3/6 9:13:29,35.02,12.71,142.31,1677.38,3818.36,0,0,0,58,1,NA,NA,2025-03-06T09:13:29Z
117999,1741252411,2025/3/6 9:13:31,35.4,12.67,141.75,1676.63,3828.12,0,0,0,59,1,NA,NA,2025-03-06T09:13:31Z
119999,1741252413,2025/3/6 9:13:33,35.58,12.72,141.38,1676.81,3833.01,0,0,0,60,1,NA,NA,2025-03-06T09:13:33Z
122000,1741252415,2025/3/6 9:13:35,35.42,12.69,141,1677,3828.12,0,0,0,61,1,NA,NA,2025-03-06T09:13:35Z
124000,1741252417,2025/3/6 9:13:37,35.47,12.57,140.63,1676.25,3833.01,0,0,0,62,1,NA,NA,2025-03-06T09:13:37Z
126000,1741252419,2025/3/6 9:13:39,35.58,12.56,140.44,1675.88,3828.12,0,0,0,63,1,NA,NA,2025-03-06T09:13:39Z
127998,1741252421,2025/3/6 9:13:41,35.74,12.53,140.06,1675.5,3823.24,0,0,0,64,1,NA,NA,2025-03-06T09:13:41Z
129998,1741252423,2025/3/6 9:13:43,35.67,12.49,139.69,1675.5,3833.01,0,0,0,65,1,NA,NA,2025-03-06T09:13:43Z
131998,1741252425,2025/3/6 9:13:45,35.65,12.44,139.31,1675.5,3837.89,0,0,0,66,1,NA,NA,2025-03-06T09:13:45Z
133999,1741252427,2025/3/6 9:13:47,35.61,12.54,139.13,1675.69,3837.89,0,0,0,67,1,NA,NA,2025-03-06T09:13:47Z
136000,1741252429,2025/3/6 9:13:49,35.52,12.45,138.94,1675.88,3823.24,0,0,0,68,1,NA,NA,2025-03-06T09:13:49Z
137999,1741252431,2025/3/6 9:13:51,35.54,12.51,138.56,1676.25,3837.89,0,0,0,69,1,NA,NA,2025-03-06T09:13:51Z
139999,1741252433,2025/3/6 9:13:53,35.33,12.61,138.38,1676.44,3823.24,0,0,0,70,1,NA,NA,2025-03-06T09:13:53Z
141999,1741252435,2025/3/6 9:13:55,35.24,12.59,138.38,1676.25,3828.12,0,0,0,71,1,NA,NA,2025-03-06T09:13:55Z
144000,1741252437,2025/3/6 9:13:57,35.22,12.53,138.19,1675.88,3828.12,0,0,0,72,1,NA,NA,2025-03-06T09:13:57Z
145999,1741252439,2025/3/6 9:13:59,35.39,12.48,137.81,1674.38,3833.01,0,0,0,73,1,NA,NA,2025-03-06T09:13:59Z
147998,1741252441,2025/3/6 9:14:1,35.03,12.45,137.44,1673.25,3818.36,0,0,0,74,1,NA,NA,2025-03-06T09:14:01Z
149998,1741252443,2025/3/6 9:14:3,35.06,12.51,136.88,1673.06,3823.24,0,0,0,75,1,NA,NA,2025-03-06T09:14:03Z
151999,1741252445,2025/3/6 9:14:5,35.25,12.44,136.13,1671.94,3833.01,0,0,0,76,1,NA,NA,2025-03-06T09:14:05Z
154000,1741252447,2025/3/6 9:14:7,35.33,12.41,135.56,1671.38,3828.12,0,0,0,77,1,NA,NA,2025-03-06T09:14:07Z
156000,1741252449,2025/3/6 9:14:9,35.27,12.39,135,1670.25,3818.36,0,0,0,78,1,NA,NA,2025-03-06T09:14:09Z
158000,1741252451,2025/3/6 9:14:11,35.34,12.35,134.25,1669.31,3837.89,0,0,0,79,1,NA,NA,2025-03-06T09:14:11Z
159998,1741252453,2025/3/6 9:14:13,35.27,12.37,133.69,1668.75,3828.12,0,0,0,80,1,NA,NA,2025-03-06T09:14:13Z
161999,1741252455,2025/3/6 9:14:15,35.2,12.33,132.94,1668.38,3837.89,0,0,0,81,1,NA,NA,2025-03-06T09:14:15Z
163999,1741252457,2025/3/6 9:14:17,34.78,12.39,132.38,1668.38,3833.01,0,0,0,82,1,NA,NA,2025-03-06T09:14:17Z
165998,1741252459,2025/3/6 9:14:19,34.7,12.43,132,1668.38,3828.12,0,0,0,83,1,NA,NA,2025-03-06T09:14:19Z
167999,1741252461,2025/3/6 9:14:21,34.51,12.54,132,1669.13,3818.36,0,0,0,84,1,NA,NA,2025-03-06T09:14:21Z
170000,1741252463,2025/3/6 9:14:23,34.54,12.54,132,1669.69,3818.36,0,0,0,85,1,NA,NA,2025-03-06T09:14:23Z
172000,1741252465,2025/3/6 9:14:25,34.8,12.62,132.56,1670.63,3828.12,0,0,0,86,1,NA,NA,2025-03-06T09:14:25Z
174000,1741252467,2025/3/6 9:14:27,35,12.63,133.13,1671.19,3837.89,0,0,0,87,1,NA,NA,2025-03-06T09:14:27Z
175998,1741252469,2025/3/6 9:14:29,35.09,12.59,133.69,1671,3828.12,0,0,0,88,1,NA,NA,2025-03-06T09:14:29Z
177998,1741252471,2025/3/6 9:14:31,35.22,12.62,134.06,1671.19,3828.12,0,0,0,89,1,NA,NA,2025-03-06T09:14:31Z
179999,1741252473,2025/3/6 9:14:33,35.52,12.59,134.44,1670.81,3833.01,0,0,0,90,1,NA,NA,2025-03-06T09:14:33Z
181999,1741252475,2025/3/6 9:14:35,35.73,12.68,134.44,1670.81,3823.24,0,0,0,91,1,NA,NA,2025-03-06T09:14:35Z
184000,1741252477,2025/3/6 9:14:37,35.73,12.7,134.44,1671,3818.36,0,0,0,92,1,NA,NA,2025-03-06T09:14:37Z
185999,1741252479,2025/3/6 9:14:39,35.68,12.63,134.44,1670.81,3828.12,0,0,0,93,1,NA,NA,2025-03-06T09:14:39Z
187999,1741252481,2025/3/6 9:14:41,35.85,12.64,134.63,1670.25,3833.01,0,0,0,94,1,NA,NA,2025-03-06T09:14:41Z
189999,1741252483,2025/3/6 9:14:43,36.06,12.64,134.44,1670.25,3828.12,0,0,0,95,1,NA,NA,2025-03-06T09:14:43Z
191998,1741252485,2025/3/6 9:14:45,36.32,12.67,134.25,1670.25,3837.89,0,0,0,96,1,NA,NA,2025-03-06T09:14:45Z
193999,1741252487,2025/3/6 9:14:47,36.56,12.68,134.06,1670.81,3823.24,0,0,0,97,1,NA,NA,2025-03-06T09:14:47Z
195999,1741252489,2025/3/6 9:14:49,36.51,12.7,133.88,1670.25,3828.12,0,0,0,98,1,NA,NA,2025-03-06T09:14:49Z
197999,1741252491,2025/3/6 9:14:51,36.43,12.72,133.69,1670.25,3823.24,0,0,0,99,1,NA,NA,2025-03-06T09:14:51Z
199999,1741252493,2025/3/6 9:14:53,36.46,12.7,133.69,1670.44,3823.24,0,0,0,100,1,NA,NA,2025-03-06T09:14:53Z
201999,1741252495,2025/3/6 9:14:55,36.29,12.71,133.31,1670.25,3828.12,0,0,0,101,1,NA,NA,2025-03-06T09:14:55Z
203999,1741252497,2025/3/6 9:14:57,36.24,12.75,133.31,1670.44,3828.12,0,0,0,102,1,NA,NA,2025-03-06T09:14:57Z
205999,1741252499,2025/3/6 9:14:59,36.07,12.72,132.94,1670.44,3823.24,0,0,0,103,1,NA,NA,2025-03-06T09:14:59Z
208000,1741252501,2025/3/6 9:15:1,35.69,12.72,132.56,1670.06,3828.12,0,0,0,104,1,NA,NA,2025-03-06T09:15:01Z
209998,1741252503,2025/3/6 9:15:3,35.38,12.72,132.38,1670.06,3828.12,0,0,0,105,1,NA,NA,2025-03-06T09:15:03Z
