SN: 20240008
Software version: 3.0

1998,1731393037,2024/11/12 6:30:37,58.13,25.45,1517.25,1848.75,3828.12,0,0,0,1,1,2024-11-12T06:30:37Z
3999,1731393039,2024/11/12 6:30:39,57.88,25.42,1691.81,1848.75,3833.01,0,0,0,2,1,2024-11-12T06:30:39Z
5999,1731393041,2024/11/12 6:30:41,56.80,25.41,596.63,1848.75,3828.12,0,0,0,3,1,2024-11-12T06:30:41Z
7999,1731393043,2024/11/12 6:30:43,56.17,25.40,372.75,1849.13,3828.12,0,0,0,4,1,2024-11-12T06:30:43Z
9999,1731393045,2024/11/12 6:30:45,55.90,25.38,311.25,1848.94,3833.01,0,0,0,5,1,2024-11-12T06:30:45Z
11999,1731393047,2024/11/12 6:30:47,55.50,25.39,276.56,1848.94,3823.24,0,0,0,6,1,2024-11-12T06:30:47Z
14000,1731393049,2024/11/12 6:30:49,55.03,25.38,254.25,1849.13,3823.24,0,0,0,7,1,2024-11-12T06:30:49Z
15998,1731393051,2024/11/12 6:30:51,54.81,25.37,239.44,1849.13,3823.24,0,0,0,8,1,2024-11-12T06:30:51Z
17999,1731393053,2024/11/12 6:30:53,54.75,25.36,229.13,1849.31,3828.12,0,0,0,9,1,2024-11-12T06:30:53Z
19998,1731393055,2024/11/12 6:30:55,54.82,25.36,222,1849.31,3823.24,0,0,0,10,1,2024-11-12T06:30:55Z
21999,1731393057,2024/11/12 6:30:57,54.80,25.35,216.94,1849.31,3833.01,0,0,0,11,1,2024-11-12T06:30:57Z
23999,1731393059,2024/11/12 6:30:59,54.73,25.36,213.19,1849.50,3833.01,0,0,0,12,1,2024-11-12T06:30:59Z
25999,1731393061,2024/11/12 6:31:1,54.65,25.34,210.75,1849.88,3823.24,0,0,0,13,1,2024-11-12T06:31:01Z
27999,1731393063,2024/11/12 6:31:3,54.71,25.32,209.06,1849.88,3828.12,0,0,0,14,1,2024-11-12T06:31:03Z
30000,1731393065,2024/11/12 6:31:5,54.77,25.31,207.94,1850.06,3837.89,0,0,0,15,1,2024-11-12T06:31:05Z
32000,1731393067,2024/11/12 6:31:7,54.91,25.34,207.19,1850.06,3833.01,0,0,0,16,1,2024-11-12T06:31:07Z
33999,1731393069,2024/11/12 6:31:9,55.04,25.30,207.19,1850.44,3828.12,0,0,0,17,1,2024-11-12T06:31:09Z
35999,1731393071,2024/11/12 6:31:11,55.08,25.30,207.19,1850.63,3823.24,0,0,0,18,1,2024-11-12T06:31:11Z
37998,1731393073,2024/11/12 6:31:13,55.11,25.32,207.75,1850.81,3833.01,0,0,0,19,1,2024-11-12T06:31:13Z
40000,1731393075,2024/11/12 6:31:15,55.05,25.31,208.31,1851.19,3833.01,0,0,0,20,1,2024-11-12T06:31:15Z
42000,1731393077,2024/11/12 6:31:17,55.07,25.28,209.06,1851.19,3823.24,0,0,0,21,1,2024-11-12T06:31:17Z
44000,1731393079,2024/11/12 6:31:19,55.04,25.29,209.81,1851.75,3823.24,0,0,0,22,1,2024-11-12T06:31:19Z
45999,1731393081,2024/11/12 6:31:21,55.03,25.29,210.94,1851.75,3823.24,0,0,0,23,1,2024-11-12T06:31:21Z
47998,1731393083,2024/11/12 6:31:23,55.01,25.26,211.88,1851.94,3837.89,0,0,0,24,1,2024-11-12T06:31:23Z
49998,1731393085,2024/11/12 6:31:25,55.00,25.28,213,1852.50,3833.01,0,0,0,25,1,2024-11-12T06:31:25Z
51999,1731393087,2024/11/12 6:31:27,54.98,25.28,214.13,1852.69,3833.01,0,0,0,26,1,2024-11-12T06:31:27Z
53999,1731393089,2024/11/12 6:31:29,55.04,25.26,215.63,1853.06,3837.89,0,0,0,27,1,2024-11-12T06:31:29Z
55999,1731393091,2024/11/12 6:31:31,55.12,25.26,216.75,1853.63,3833.01,0,0,0,28,1,2024-11-12T06:31:31Z
57999,1731393093,2024/11/12 6:31:33,55.18,25.24,217.88,1853.81,3823.24,0,0,0,29,1,2024-11-12T06:31:33Z
59999,1731393095,2024/11/12 6:31:35,55.16,25.26,219.19,1854.19,3828.12,0,0,0,30,1,2024-11-12T06:31:35Z
62000,1731393097,2024/11/12 6:31:37,55.16,25.26,220.31,1854.38,3828.12,0,0,0,31,1,2024-11-12T06:31:37Z
63998,1731393099,2024/11/12 6:31:39,55.18,25.26,221.81,1854.94,3837.89,0,0,0,32,1,2024-11-12T06:31:39Z
65999,1731393101,2024/11/12 6:31:41,55.10,25.26,222.94,1855.31,3828.12,0,0,0,33,1,2024-11-12T06:31:41Z
67998,1731393103,2024/11/12 6:31:43,55.06,25.24,224.44,1855.69,3833.01,0,0,0,34,1,2024-11-12T06:31:43Z
69999,1731393105,2024/11/12 6:31:45,54.99,25.25,225.56,1856.25,3823.24,0,0,0,35,1,2024-11-12T06:31:45Z
71998,1731393107,2024/11/12 6:31:47,54.94,25.26,226.88,1856.63,3828.12,0,0,0,36,1,2024-11-12T06:31:47Z
74000,1731393109,2024/11/12 6:31:49,55.56,25.26,228.56,1857.00,3837.89,0,0,0,37,1,2024-11-12T06:31:49Z
75999,1731393111,2024/11/12 6:31:51,57.70,25.25,229.13,1857.56,3828.12,0,0,0,38,1,2024-11-12T06:31:51Z
78000,1731393113,2024/11/12 6:31:53,58.76,25.25,230.25,1858.13,3828.12,0,0,0,39,1,2024-11-12T06:31:53Z
79998,1731393115,2024/11/12 6:31:55,58.86,25.26,230.44,1858.69,3828.12,0,0,0,40,1,2024-11-12T06:31:55Z
81999,1731393117,2024/11/12 6:31:57,58.26,25.26,232.5,1859.25,3833.01,0,0,0,41,1,2024-11-12T06:31:57Z
83999,1731393119,2024/11/12 6:31:59,57.63,25.27,233.81,1859.44,3823.24,0,0,0,42,1,2024-11-12T06:31:59Z
85999,1731393121,2024/11/12 6:32:1,57.25,25.25,234.75,1860.00,3823.24,0,0,0,43,1,2024-11-12T06:32:01Z
88000,1731393123,2024/11/12 6:32:3,57.04,25.26,236.06,1860.56,3833.01,0,0,0,44,1,2024-11-12T06:32:03Z
90000,1731393125,2024/11/12 6:32:5,56.86,25.27,237,1860.94,3837.89,0,0,0,45,1,2024-11-12T06:32:05Z
91999,1731393127,2024/11/12 6:32:7,56.78,25.26,238.31,1861.69,3828.12,0,0,0,46,1,2024-11-12T06:32:07Z
93999,1731393129,2024/11/12 6:32:9,56.71,25.27,239.81,1862.06,3833.01,0,0,0,47,1,2024-11-12T06:32:09Z
96000,1731393131,2024/11/12 6:32:11,56.59,25.28,240.94,1862.44,3828.12,0,0,0,48,1,2024-11-12T06:32:11Z
97999,1731393133,2024/11/12 6:32:13,56.45,25.27,242.25,1863.00,3837.89,0,0,0,49,1,2024-11-12T06:32:13Z
