SN: 20240008
Software version: 3.0

3998,1722853423,2024/8/5 10:23:43,86.73,25.22,724.88,1849.69,3266.6,0,0,0,2,1,2024-08-05T10:23:43Z
5999,1722853425,2024/8/5 10:23:45,86.70,25.25,456,1850.25,3271.48,0,0,0,3,1,2024-08-05T10:23:45Z
7999,1722853427,2024/8/5 10:23:47,86.74,25.27,325.5,1850.63,3271.48,0,0,0,4,1,2024-08-05T10:23:47Z
9999,1722853429,2024/8/5 10:23:49,86.61,25.26,271.13,1851.38,3276.37,0,0,0,5,1,2024-08-05T10:23:49Z
11999,1722853431,2024/8/5 10:23:51,86.57,25.28,240.38,1851.75,3271.48,0,0,0,6,1,2024-08-05T10:23:51Z
13999,1722853433,2024/8/5 10:23:53,86.64,25.29,220.69,1852.31,3276.37,0,0,0,7,1,2024-08-05T10:23:53Z
16000,1722853435,2024/8/5 10:23:55,86.72,25.33,207.56,1852.69,3271.48,0,0,0,8,1,2024-08-05T10:23:55Z
17998,1722853437,2024/8/5 10:23:57,86.71,25.33,198.56,1852.88,3276.37,0,0,0,9,1,2024-08-05T10:23:57Z
20000,1722853439,2024/8/5 10:23:59,86.73,25.36,192.56,1853.25,3276.37,0,0,0,10,1,2024-08-05T10:23:59Z
21999,1722853441,2024/8/5 10:24:1,86.79,25.37,188.44,1853.63,3276.37,0,0,0,11,1,2024-08-05T10:24:01Z
23999,1722853443,2024/8/5 10:24:3,86.93,25.37,185.63,1854.00,3271.48,0,0,0,12,1,2024-08-05T10:24:03Z
25999,1722853445,2024/8/5 10:24:5,86.97,25.38,183.75,1854.38,3276.37,0,0,0,13,1,2024-08-05T10:24:05Z
27998,1722853447,2024/8/5 10:24:7,87.03,25.42,182.81,1854.75,3281.25,0,0,0,14,1,2024-08-05T10:24:07Z
30000,1722853449,2024/8/5 10:24:9,87.07,25.38,182.06,1855.31,3281.25,0,0,0,15,1,2024-08-05T10:24:09Z
31998,1722853451,2024/8/5 10:24:11,87.05,25.40,181.88,1855.88,3276.37,0,0,0,16,1,2024-08-05T10:24:11Z
33999,1722853453,2024/8/5 10:24:13,86.94,25.41,181.69,1856.25,3276.37,0,0,0,17,1,2024-08-05T10:24:13Z
35999,1722853455,2024/8/5 10:24:15,86.86,25.44,182.06,1856.81,3276.37,0,0,0,18,1,2024-08-05T10:24:15Z
37999,1722853457,2024/8/5 10:24:17,86.64,25.44,182.44,1857.19,3286.13,0,0,0,19,1,2024-08-05T10:24:17Z
39999,1722853459,2024/8/5 10:24:19,86.37,25.44,182.81,1857.56,3281.25,0,0,0,20,1,2024-08-05T10:24:19Z
41999,1722853461,2024/8/5 10:24:21,86.18,25.45,183.19,1858.13,3271.48,0,0,0,21,1,2024-08-05T10:24:21Z
43999,1722853463,2024/8/5 10:24:23,86.11,25.46,183.94,1858.50,3276.37,0,0,0,22,1,2024-08-05T10:24:23Z
46000,1722853465,2024/8/5 10:24:25,86.15,25.46,184.88,1859.06,3266.6,0,0,0,23,1,2024-08-05T10:24:25Z
48000,1722853467,2024/8/5 10:24:27,86.21,25.51,185.44,1859.63,3266.6,0,0,0,24,1,2024-08-05T10:24:27Z
49999,1722853469,2024/8/5 10:24:29,86.17,25.52,186.38,1860.19,3281.25,0,0,0,25,1,2024-08-05T10:24:29Z
51999,1722853471,2024/8/5 10:24:31,85.99,25.54,187.13,1861.13,3281.25,0,0,0,26,1,2024-08-05T10:24:31Z
54000,1722853473,2024/8/5 10:24:33,85.77,25.54,187.69,1861.31,3286.13,0,0,0,27,1,2024-08-05T10:24:33Z
55999,1722853475,2024/8/5 10:24:35,85.59,25.53,188.63,1861.88,3271.48,0,0,0,28,1,2024-08-05T10:24:35Z
57999,1722853477,2024/8/5 10:24:37,85.45,25.58,189.38,1862.25,3281.25,0,0,0,29,1,2024-08-05T10:24:37Z
59999,1722853479,2024/8/5 10:24:39,85.20,25.55,190.13,1862.81,3276.37,0,0,0,30,1,2024-08-05T10:24:39Z
61999,1722853481,2024/8/5 10:24:41,84.96,25.59,190.69,1863.19,3291.02,0,0,0,31,1,2024-08-05T10:24:41Z
64000,1722853483,2024/8/5 10:24:43,84.81,25.59,191.06,1863.56,3276.37,0,0,0,32,1,2024-08-05T10:24:43Z
65999,1722853485,2024/8/5 10:24:45,84.73,25.58,192,1864.13,3271.48,0,0,0,33,1,2024-08-05T10:24:45Z
68000,1722853487,2024/8/5 10:24:47,84.70,25.63,192.56,1864.50,3281.25,0,0,0,34,1,2024-08-05T10:24:47Z
69999,1722853489,2024/8/5 10:24:49,84.69,25.61,193.31,1865.06,3276.37,0,0,0,35,1,2024-08-05T10:24:49Z
71999,1722853491,2024/8/5 10:24:51,84.63,25.65,194.25,1865.44,3286.13,0,0,0,36,1,2024-08-05T10:24:51Z
73999,1722853493,2024/8/5 10:24:53,84.67,25.66,194.81,1866.19,3276.37,0,0,0,37,1,2024-08-05T10:24:53Z
75999,1722853495,2024/8/5 10:24:55,84.69,25.69,195.38,1867.13,3281.25,0,0,0,38,1,2024-08-05T10:24:55Z
78000,1722853497,2024/8/5 10:24:57,84.75,25.70,195.94,1867.50,3276.37,0,0,0,39,1,2024-08-05T10:24:57Z
79998,1722853499,2024/8/5 10:24:59,84.89,25.74,196.69,1868.25,3281.25,0,0,0,40,1,2024-08-05T10:24:59Z
81999,1722853501,2024/8/5 10:25:1,84.93,25.74,197.25,1868.81,3276.37,0,0,0,41,1,2024-08-05T10:25:01Z
83999,1722853503,2024/8/5 10:25:3,84.93,25.76,198,1869.56,3281.25,0,0,0,42,1,2024-08-05T10:25:03Z
86000,1722853505,2024/8/5 10:25:5,84.78,25.77,198.75,1870.13,3276.37,0,0,0,43,1,2024-08-05T10:25:05Z
87999,1722853507,2024/8/5 10:25:7,84.67,25.79,199.88,1870.50,3281.25,0,0,0,44,1,2024-08-05T10:25:07Z
90000,1722853509,2024/8/5 10:25:9,84.60,25.81,200.81,1871.06,3271.48,0,0,0,45,1,2024-08-05T10:25:09Z
91999,1722853511,2024/8/5 10:25:11,84.43,25.81,201.56,1871.44,3271.48,0,0,0,46,1,2024-08-05T10:25:11Z
94000,1722853513,2024/8/5 10:25:13,84.31,25.84,202.13,1871.81,3281.25,0,0,0,47,1,2024-08-05T10:25:13Z
96000,1722853515,2024/8/5 10:25:15,84.24,25.83,202.5,1872.19,3281.25,0,0,0,48,1,2024-08-05T10:25:15Z
97998,1722853517,2024/8/5 10:25:17,84.17,25.87,203.25,1872.75,3276.37,0,0,0,49,1,2024-08-05T10:25:17Z
99999,1722853519,2024/8/5 10:25:19,84.10,25.86,204,1873.31,3276.37,0,0,0,50,1,2024-08-05T10:25:19Z
101999,1722853521,2024/8/5 10:25:21,84.01,25.91,204.56,1873.88,3281.25,0,0,0,51,1,2024-08-05T10:25:21Z
103999,1722853523,2024/8/5 10:25:23,83.96,25.93,205.31,1874.25,3276.37,0,0,0,52,1,2024-08-05T10:25:23Z
105999,1722853525,2024/8/5 10:25:25,83.88,25.94,205.69,1874.81,3271.48,0,0,0,53,1,2024-08-05T10:25:25Z
107999,1722853527,2024/8/5 10:25:27,83.85,25.94,206.25,1875.19,3271.48,0,0,0,54,1,2024-08-05T10:25:27Z
109999,1722853529,2024/8/5 10:25:29,83.85,25.95,206.81,1875.56,3276.37,0,0,0,55,1,2024-08-05T10:25:29Z
112000,1722853531,2024/8/5 10:25:31,83.91,25.95,207.56,1875.94,3276.37,0,0,0,56,1,2024-08-05T10:25:31Z
113999,1722853533,2024/8/5 10:25:33,83.99,26.01,208.5,1876.69,3281.25,0,0,0,57,1,2024-08-05T10:25:33Z
115999,1722853535,2024/8/5 10:25:35,83.99,26.02,209.44,1877.06,3271.48,0,0,0,58,1,2024-08-05T10:25:35Z
117999,1722853537,2024/8/5 10:25:37,83.95,26.01,210.56,1877.81,3276.37,0,0,0,59,1,2024-08-05T10:25:37Z
119999,1722853539,2024/8/5 10:25:39,83.96,26.06,211.5,1878.75,3276.37,0,0,0,60,1,2024-08-05T10:25:39Z
121999,1722853541,2024/8/5 10:25:41,83.87,26.06,212.44,1879.13,3276.37,0,0,0,61,1,2024-08-05T10:25:41Z
123999,1722853543,2024/8/5 10:25:43,83.86,26.09,213.56,1879.88,3286.13,0,0,0,62,1,2024-08-05T10:25:43Z
125999,1722853545,2024/8/5 10:25:45,83.79,26.07,214.5,1880.25,3271.48,0,0,0,63,1,2024-08-05T10:25:45Z
127998,1722853547,2024/8/5 10:25:47,83.82,26.14,215.44,1880.63,3281.25,0,0,0,64,1,2024-08-05T10:25:47Z
129999,1722853549,2024/8/5 10:25:49,83.81,26.12,216.19,1881.00,3276.37,0,0,0,65,1,2024-08-05T10:25:49Z
131999,1722853551,2024/8/5 10:25:51,83.71,26.15,217.31,1881.19,3276.37,0,0,0,66,1,2024-08-05T10:25:51Z
