SN: 20240008
Software version: 3.0

3999,1723634915,2024/8/14 11:28:35,76.82,28.13,999.56,1899.75,3828.12,0,0,0,2,1,2024-08-14T11:28:35Z
5999,1723634917,2024/8/14 11:28:37,76.52,28.24,609.38,1901.25,3842.77,0,0,0,3,1,2024-08-14T11:28:37Z
8000,1723634919,2024/8/14 11:28:39,76.20,28.35,403.88,1901.81,3837.89,0,0,0,4,1,2024-08-14T11:28:39Z
9999,1723634921,2024/8/14 11:28:41,76.00,28.50,329.44,1903.13,3842.77,0,0,0,5,1,2024-08-14T11:28:41Z
11998,1723634923,2024/8/14 11:28:43,75.83,28.55,291,1903.69,3828.12,0,0,0,6,1,2024-08-14T11:28:43Z
13999,1723634925,2024/8/14 11:28:45,75.66,28.52,266.44,1904.06,3833.01,0,0,0,7,1,2024-08-14T11:28:45Z
16000,1723634927,2024/8/14 11:28:47,75.48,28.53,250.31,1904.25,3833.01,0,0,0,8,1,2024-08-14T11:28:47Z
17998,1723634929,2024/8/14 11:28:49,75.22,28.54,239.25,1904.25,3833.01,0,0,0,9,1,2024-08-14T11:28:49Z
20000,1723634931,2024/8/14 11:28:51,75.11,28.63,231.94,1905.19,3837.89,0,0,0,10,1,2024-08-14T11:28:51Z
21999,1723634933,2024/8/14 11:28:53,74.68,28.73,226.13,1906.13,3828.12,0,0,0,11,1,2024-08-14T11:28:53Z
23999,1723634935,2024/8/14 11:28:55,74.13,28.81,222,1906.50,3828.12,0,0,0,12,1,2024-08-14T11:28:55Z
25999,1723634937,2024/8/14 11:28:57,73.79,28.85,218.63,1906.50,3833.01,0,0,0,13,1,2024-08-14T11:28:57Z
27999,1723634939,2024/8/14 11:28:59,73.59,28.87,216.56,1907.44,3833.01,0,0,0,14,1,2024-08-14T11:28:59Z
29999,1723634941,2024/8/14 11:29:1,73.79,28.85,214.88,1908.19,3818.36,0,0,0,15,1,2024-08-14T11:29:01Z
31998,1723634943,2024/8/14 11:29:3,73.76,28.89,214.13,1908.75,3837.89,0,0,0,16,1,2024-08-14T11:29:03Z
33999,1723634945,2024/8/14 11:29:5,73.53,28.91,213.75,1909.31,3837.89,0,0,0,17,1,2024-08-14T11:29:05Z
35998,1723634947,2024/8/14 11:29:7,73.46,29.01,213.94,1910.63,3847.66,0,0,0,18,1,2024-08-14T11:29:07Z
38000,1723634949,2024/8/14 11:29:9,73.27,28.98,212.63,1910.44,3837.89,0,0,0,19,1,2024-08-14T11:29:09Z
39999,1723634951,2024/8/14 11:29:11,73.14,29.02,213,1911.00,3837.89,0,0,0,20,1,2024-08-14T11:29:11Z
41999,1723634953,2024/8/14 11:29:13,73.13,29.02,212.81,1911.38,3833.01,0,0,0,21,1,2024-08-14T11:29:13Z
43999,1723634955,2024/8/14 11:29:15,72.98,29.00,212.81,1911.00,3828.12,0,0,0,22,1,2024-08-14T11:29:15Z
46000,1723634957,2024/8/14 11:29:17,72.87,29.02,212.81,1911.56,3823.24,0,0,0,23,1,2024-08-14T11:29:17Z
48000,1723634959,2024/8/14 11:29:19,72.79,29.03,213,1911.75,3833.01,0,0,0,24,1,2024-08-14T11:29:19Z
49998,1723634961,2024/8/14 11:29:21,72.66,29.01,213,1911.94,3837.89,0,0,0,25,1,2024-08-14T11:29:21Z
51999,1723634963,2024/8/14 11:29:23,72.62,29.03,213.19,1911.94,3833.01,0,0,0,26,1,2024-08-14T11:29:23Z
53998,1723634965,2024/8/14 11:29:25,72.52,29.06,213.56,1912.50,3837.89,0,0,0,27,1,2024-08-14T11:29:25Z
56000,1723634967,2024/8/14 11:29:27,72.44,29.06,213.94,1913.25,3828.12,0,0,0,28,1,2024-08-14T11:29:27Z
57999,1723634969,2024/8/14 11:29:29,72.44,29.05,214.5,1913.81,3833.01,0,0,0,29,1,2024-08-14T11:29:29Z
59999,1723634971,2024/8/14 11:29:31,72.42,29.05,214.88,1913.81,3833.01,0,0,0,30,1,2024-08-14T11:29:31Z
61999,1723634973,2024/8/14 11:29:33,72.44,29.09,214.88,1914.19,3828.12,0,0,0,31,1,2024-08-14T11:29:33Z
64000,1723634975,2024/8/14 11:29:35,72.47,29.07,214.88,1914.75,3828.12,0,0,0,32,1,2024-08-14T11:29:35Z
65999,1723634977,2024/8/14 11:29:37,72.42,29.07,214.88,1915.31,3837.89,0,0,0,33,1,2024-08-14T11:29:37Z
67999,1723634979,2024/8/14 11:29:39,72.39,29.06,215.25,1915.88,3837.89,0,0,0,34,1,2024-08-14T11:29:39Z
69999,1723634981,2024/8/14 11:29:41,72.42,29.06,214.88,1916.25,3833.01,0,0,0,35,1,2024-08-14T11:29:41Z
71999,1723634983,2024/8/14 11:29:43,72.59,29.12,216,1917.00,3833.01,0,0,0,36,1,2024-08-14T11:29:43Z
73999,1723634985,2024/8/14 11:29:45,72.45,29.22,217.31,1917.94,3833.01,0,0,0,37,1,2024-08-14T11:29:45Z
75999,1723634987,2024/8/14 11:29:47,72.24,29.24,218.44,1918.88,3837.89,0,0,0,38,1,2024-08-14T11:29:47Z
